opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price,sector,year_established,revenue,employees,office_location,subsidiary_of
JSD4APT2,Versie Hillebrand,MG Special,Bioholding,Won,2016-11-10,2017-03-12,61.0,Dustin Brinkmann,Central,MG,55,medical,2012.0,587.34,1356.0,Philipines,
AO9Z2D17,Violet Mclelland,GTX Plus Pro,Xx-zobam,Lost,2016-11-10,2017-03-11,0.0,Cara Losch,East,GTX,5482,entertainment,1989.0,3838.39,8274.0,United States,
5M58DTJK,Elease Gluck,MG Special,Cheers,Won,2016-11-11,2017-03-05,58.0,Celia Rouche,West,MG,55,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic
KNY1OSAB,Maureen Marcano,GTX Pro,Labdrill,Won,2016-11-11,2017-03-14,4899.0,Summer Sewald,West,GTX,4821,medical,1985.0,2741.37,9226.0,United States,
EAZDUUM9,Rosie Papadopoulos,MG Advanced,Zotware,Lost,2016-11-11,2017-03-01,0.0,Cara Losch,East,MG,3393,software,1979.0,4478.47,13809.0,United States,
2STUSOFE,Versie Hillebrand,MG Special,dambase,Won,2016-11-11,2017-03-03,67.0,Dustin Brinkmann,Central,MG,55,marketing,1995.0,2173.98,2928.0,United States,Inity
JYKM0B00,James Ascencio,GTX Pro,Xx-holding,Won,2016-11-12,2017-03-06,4338.0,Summer Sewald,West,GTX,4821,finance,1993.0,7537.24,20293.0,United States,
KU28360J,Kary Hendrixson,GTX Basic,Fasehatice,Won,2016-11-12,2017-03-19,578.0,Summer Sewald,West,GTX,550,retail,1990.0,4968.91,7523.0,United States,
N4SD17JR,Reed Clapper,GTX Basic,Acme Corporation,Won,2016-11-12,2017-03-01,556.0,Rocco Neubert,East,GTX,550,technolgy,1996.0,1100.04,2822.0,United States,
E67P9Y3Q,Rosalina Dieter,GTX Basic,Green-Plus,Won,2016-11-12,2017-03-03,635.0,Celia Rouche,West,GTX,550,services,2003.0,692.19,1922.0,United States,
AT3MMVIS,Wilburn Farren,MG Advanced,The New York Inquirer,Won,2016-11-12,2017-03-07,3045.0,Cara Losch,East,MG,3393,medical,1996.0,439.21,792.0,United States,
REJ11LRY,Garret Kinder,GTX Plus Basic,Mathtouch,Won,2016-11-13,2017-03-14,1233.0,Cara Losch,East,GTX,1096,marketing,1984.0,3027.46,9516.0,Jordan,
ERV0CAZ7,Versie Hillebrand,MG Special,Zumgoity,Won,2016-11-13,2017-03-09,60.0,Dustin Brinkmann,Central,MG,55,medical,1984.0,441.08,1210.0,United States,
8SOQADK7,Anna Snelling,MG Special,Gogozoom,Lost,2016-11-14,2017-03-30,0.0,Dustin Brinkmann,Central,MG,55,telecommunications,2007.0,86.68,187.0,United States,Sonron
TCHFT25B,Darcel Schlecht,GTX Basic,Stanredtax,Lost,2016-11-14,2017-03-08,0.0,Melvin Marxen,Central,GTX,550,finance,1987.0,1698.2,3798.0,United States,
CZVN09WN,Darcel Schlecht,GTX Plus Basic,Konmatfix,Won,2016-11-14,2017-03-20,1170.0,Melvin Marxen,Central,GTX,1096,marketing,1985.0,375.43,1190.0,United States,
EG7OFLFR,Kami Bicknell,GTX Basic,,Engaging,2016-11-14,,,Summer Sewald,West,GTX,550,,,,,,
30UQWUKB,Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2016-11-15,2017-03-20,1162.0,Melvin Marxen,Central,GTX,1096,retail,2007.0,894.33,1635.0,Italy,
OLVI7L8M,Cassey Cress,GTX Pro,,Engaging,2016-11-16,,,Rocco Neubert,East,GTX,4821,,,,,,
97UN20YY,Darcel Schlecht,MG Advanced,Conecom,Won,2016-11-16,2017-03-14,3725.0,Melvin Marxen,Central,MG,3393,technolgy,2005.0,1520.66,1806.0,United States,
JXLERZ9O,Kary Hendrixson,GTX Basic,Golddex,Won,2016-11-16,2017-03-31,559.0,Summer Sewald,West,GTX,550,finance,2008.0,52.5,165.0,United States,
6ROE69W5,Rosalina Dieter,GTX Basic,Plexzap,Lost,2016-11-16,2017-03-11,0.0,Celia Rouche,West,GTX,550,retail,2001.0,2437.85,4874.0,United States,
0DFXFKT7,Darcel Schlecht,GTX Plus Basic,Rundofase,Lost,2016-11-17,2017-03-21,0.0,Melvin Marxen,Central,GTX,1096,technolgy,1983.0,1008.06,1238.0,United States,
XKMZVSN4,James Ascencio,GTX Plus Pro,Sonron,Won,2016-11-17,2017-03-05,4667.0,Summer Sewald,West,GTX,5482,telecommunications,1999.0,1699.85,5108.0,United States,
IU8V0BZK,Marty Freudenburg,GTX Plus Basic,Finhigh,Won,2016-11-17,2017-03-17,903.0,Melvin Marxen,Central,GTX,1096,finance,2006.0,1102.43,1759.0,United States,
XY42936P,Maureen Marcano,GTX Plus Basic,Finjob,Won,2016-11-17,2017-03-13,1180.0,Summer Sewald,West,GTX,1096,employment,1988.0,2059.9,3644.0,United States,
XRN54MBM,Niesha Huffines,GTX Basic,Ron-tech,Won,2016-11-17,2017-03-05,487.0,Melvin Marxen,Central,GTX,550,medical,1992.0,3922.42,6837.0,United States,
2V848WZD,Lajuana Vencill,MG Advanced,Stanredtax,Won,2016-11-18,2017-03-04,3180.0,Dustin Brinkmann,Central,MG,3393,finance,1987.0,1698.2,3798.0,United States,
ONYNTUCG,Darcel Schlecht,GTX Pro,Funholding,Lost,2016-11-19,2017-03-17,0.0,Melvin Marxen,Central,GTX,4821,finance,1991.0,2819.5,7227.0,United States,Golddex
HIOHX80Y,Darcel Schlecht,MG Advanced,Gogozoom,Won,2016-11-19,2017-03-18,3563.0,Melvin Marxen,Central,MG,3393,telecommunications,2007.0,86.68,187.0,United States,Sonron
F5U1ACDD,Kami Bicknell,GTX Plus Basic,,Engaging,2016-11-19,,,Summer Sewald,West,GTX,1096,,,,,,
LPKT07PV,Boris Faz,GTX Pro,Opentech,Won,2016-11-20,2017-03-23,4704.0,Rocco Neubert,East,GTX,4821,finance,1994.0,355.23,853.0,United States,
WPB2SLIG,Donn Cantrell,GTX Plus Pro,Silis,Won,2016-11-20,2017-03-14,5585.0,Rocco Neubert,East,GTX,5482,medical,1994.0,2818.38,6290.0,United States,
XUSUEAV7,Elease Gluck,GTK 500,Zoomit,Won,2016-11-20,2017-03-09,25897.0,Celia Rouche,West,GTK,26768,entertainment,1992.0,324.19,978.0,United States,
ZZY4516R,Hayden Neloms,MG Advanced,,Engaging,2016-11-20,,,Celia Rouche,West,MG,3393,,,,,,
3TYPII47,Kami Bicknell,GTX Plus Basic,Goodsilron,Won,2016-11-20,2017-03-03,1207.0,Summer Sewald,West,GTX,1096,marketing,2000.0,2952.73,5107.0,United States,
7WAX8Z8O,Lajuana Vencill,MG Advanced,Cancity,Lost,2016-11-20,2017-03-08,0.0,Dustin Brinkmann,Central,MG,3393,retail,2001.0,718.62,2448.0,United States,
MYDUMR3R,Lajuana Vencill,GTX Basic,Rangreen,Won,2016-11-20,2017-03-04,559.0,Dustin Brinkmann,Central,GTX,550,technolgy,1987.0,2938.67,8775.0,Panama,
0DRC1U9Q,Maureen Marcano,GTX Basic,Green-Plus,Engaging,2016-11-20,,,Summer Sewald,West,GTX,550,services,2003.0,692.19,1922.0,United States,
37JFKD4I,Niesha Huffines,GTX Plus Basic,dambase,Won,2016-11-20,2017-03-09,1033.0,Melvin Marxen,Central,GTX,1096,marketing,1995.0,2173.98,2928.0,United States,Inity
25YKPHX8,Donn Cantrell,GTX Basic,Kan-code,Won,2016-11-21,2017-03-21,462.0,Rocco Neubert,East,GTX,550,software,1982.0,11698.03,34288.0,United States,
BXXMA7F3,Hayden Neloms,MG Advanced,Nam-zim,Lost,2016-11-21,2017-03-01,0.0,Celia Rouche,West,MG,3393,services,1987.0,405.59,1179.0,Brazil,Warephase
GIUUTBXM,Kary Hendrixson,GTX Pro,Y-corporation,Won,2016-11-21,2017-03-14,5539.0,Summer Sewald,West,GTX,4821,employment,1983.0,2871.35,9561.0,United States,
MFX2LR1Q,Lajuana Vencill,MG Advanced,Ron-tech,Won,2016-11-21,2017-03-15,3573.0,Dustin Brinkmann,Central,MG,3393,medical,1992.0,3922.42,6837.0,United States,
DUHE9FLY,Marty Freudenburg,GTX Pro,Conecom,Won,2016-11-21,2017-03-01,4926.0,Melvin Marxen,Central,GTX,4821,technolgy,2005.0,1520.66,1806.0,United States,
96BSG7R1,Zane Levy,GTX Plus Basic,Sunnamplex,Lost,2016-11-21,2017-03-17,0.0,Summer Sewald,West,GTX,1096,marketing,2008.0,894.37,1593.0,Poland,
7FQMSWIX,Corliss Cosme,MG Special,Bioplex,Won,2016-11-22,2017-03-04,62.0,Cara Losch,East,MG,55,medical,1991.0,326.82,1016.0,United States,
C20AVXN7,Darcel Schlecht,GTX Pro,Gogozoom,Won,2016-11-22,2017-03-14,4359.0,Melvin Marxen,Central,GTX,4821,telecommunications,2007.0,86.68,187.0,United States,Sonron
GS1QVWCR,Kami Bicknell,GTX Basic,Plusstrip,Won,2016-11-22,2017-03-31,566.0,Summer Sewald,West,GTX,550,entertainment,2002.0,349.81,315.0,United States,
ZWH8FXY3,Marty Freudenburg,GTX Basic,Toughzap,Won,2016-11-22,2017-03-03,508.0,Melvin Marxen,Central,GTX,550,retail,1995.0,332.43,799.0,United States,
2U94Y3Q9,Rosie Papadopoulos,MG Advanced,Vehement Capital Partners,Lost,2016-11-22,2017-03-20,0.0,Cara Losch,East,MG,3393,finance,1993.0,646.1,883.0,United States,Golddex
AAR79NOO,Versie Hillebrand,MG Special,Codehow,Won,2016-11-22,2017-03-11,51.0,Dustin Brinkmann,Central,MG,55,software,1998.0,2714.9,2641.0,United States,Acme Corporation
B6B0PNR2,Vicki Laflamme,GTX Pro,Dalttechnology,Won,2016-11-22,2017-03-05,4899.0,Celia Rouche,West,GTX,4821,software,2013.0,98.79,96.0,United States,Bubba Gump
M7I5O9YU,Corliss Cosme,GTX Basic,Cheers,Engaging,2016-11-23,,,Cara Losch,East,GTX,550,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic
LXZA2OSZ,Corliss Cosme,GTX Plus Pro,Ontomedia,Won,2016-11-23,2017-03-03,5790.0,Cara Losch,East,GTX,5482,employment,1997.0,882.12,2769.0,United States,
N0ONCYVZ,Donn Cantrell,MG Special,Kinnamplus,Lost,2016-11-23,2017-03-30,0.0,Rocco Neubert,East,MG,55,retail,2004.0,702.72,1831.0,United States,
GYB4W2AU,Elease Gluck,MG Advanced,,Engaging,2016-11-23,,,Celia Rouche,West,MG,3393,,,,,,
513DPFX5,Gladys Colclough,GTX Pro,Codehow,Won,2016-11-23,2017-03-03,4438.0,Melvin Marxen,Central,GTX,4821,software,1998.0,2714.9,2641.0,United States,Acme Corporation
RU023K5W,Gladys Colclough,MG Advanced,Finhigh,Won,2016-11-23,2017-03-17,2972.0,Melvin Marxen,Central,MG,3393,finance,2006.0,1102.43,1759.0,United States,
VDIU10RV,Markita Hansen,MG Special,Lexiqvolax,Engaging,2016-11-23,,,Celia Rouche,West,MG,55,medical,2004.0,1618.89,3889.0,United States,
BZCBQ514,Markita Hansen,GTX Basic,Y-corporation,Won,2016-11-23,2017-03-01,523.0,Celia Rouche,West,GTX,550,employment,1983.0,2871.35,9561.0,United States,
HEE6P0QH,Anna Snelling,MG Advanced,Statholdings,Won,2016-11-24,2017-03-25,3647.0,Dustin Brinkmann,Central,MG,3393,employment,1997.0,291.27,586.0,United States,
L8CHRJ2B,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2016-11-24,2017-03-01,4200.0,Rocco Neubert,East,MG,3393,finance,1998.0,2022.14,5113.0,United States,
579LZ3F9,Daniell Hammack,GTX Plus Basic,J-Texon,Engaging,2016-11-24,,,Rocco Neubert,East,GTX,1096,retail,1989.0,1388.67,3583.0,United States,
SU8JNMP4,Kami Bicknell,GTX Plus Basic,Bubba Gump,Engaging,2016-11-24,,,Summer Sewald,West,GTX,1096,software,2002.0,987.39,2253.0,United States,
V2X2KMUR,Kami Bicknell,GTX Plus Basic,Faxquote,Won,2016-11-24,2017-03-28,1059.0,Summer Sewald,West,GTX,1096,telecommunications,1995.0,1825.82,5595.0,United States,Sonron
AJIPJP75,Marty Freudenburg,GTX Plus Basic,Codehow,Lost,2016-11-24,2017-03-05,0.0,Melvin Marxen,Central,GTX,1096,software,1998.0,2714.9,2641.0,United States,Acme Corporation
NYVA2G6U,Versie Hillebrand,MG Special,Dontechi,Won,2016-11-24,2017-03-02,57.0,Dustin Brinkmann,Central,MG,55,software,1982.0,4618.0,10083.0,United States,
FF45BXTL,Vicki Laflamme,MG Advanced,Konex,Won,2016-11-24,2017-03-27,3671.0,Celia Rouche,West,MG,3393,technolgy,1980.0,7708.38,13756.0,United States,
TTA9LYBS,Anna Snelling,MG Special,Treequote,Won,2016-11-25,2017-03-01,58.0,Dustin Brinkmann,Central,MG,55,telecommunications,1988.0,5266.09,8595.0,United States,Sonron
PAGZQH8L,Cecily Lampkin,MG Advanced,Treequote,Won,2016-11-25,2017-03-06,3956.0,Dustin Brinkmann,Central,MG,3393,telecommunications,1988.0,5266.09,8595.0,United States,Sonron
J7YF6DS7,Corliss Cosme,GTX Plus Pro,Betasoloin,Won,2016-11-25,2017-03-01,5964.0,Cara Losch,East,GTX,5482,medical,1999.0,251.41,495.0,United States,
S5IXY4Z9,Corliss Cosme,GTX Pro,Betasoloin,Won,2016-11-25,2017-03-06,4570.0,Cara Losch,East,GTX,4821,medical,1999.0,251.41,495.0,United States,
JQBJMETQ,Darcel Schlecht,MG Special,Domzoom,Won,2016-11-25,2017-03-27,49.0,Melvin Marxen,Central,MG,55,entertainment,1998.0,217.87,551.0,United States,
0LVWSWEW,Violet Mclelland,MG Special,Donquadtech,Won,2016-11-25,2017-03-06,65.0,Cara Losch,East,MG,55,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation
K53BC1T9,Anna Snelling,MG Special,Domzoom,Lost,2016-11-26,2017-03-27,0.0,Dustin Brinkmann,Central,MG,55,entertainment,1998.0,217.87,551.0,United States,
D40N5I9Y,Darcel Schlecht,GTX Pro,Finhigh,Won,2016-11-26,2017-03-08,4739.0,Melvin Marxen,Central,GTX,4821,finance,2006.0,1102.43,1759.0,United States,
051QTX8Z,Niesha Huffines,GTX Plus Basic,Globex Corporation,Won,2016-11-26,2017-03-21,1080.0,Melvin Marxen,Central,GTX,1096,technolgy,2000.0,1223.72,2497.0,Norway,
5D2XH04S,Reed Clapper,MG Special,Plussunin,Won,2016-11-26,2017-03-12,57.0,Rocco Neubert,East,MG,55,retail,2003.0,1419.98,4018.0,United States,
V9E582SK,Garret Kinder,GTX Basic,Konex,Won,2016-11-27,2017-03-16,469.0,Cara Losch,East,GTX,550,technolgy,1980.0,7708.38,13756.0,United States,
UK0LEZRJ,Kary Hendrixson,GTX Basic,Condax,Won,2016-11-27,2017-03-03,532.0,Summer Sewald,West,GTX,550,medical,2017.0,4.54,9.0,United States,
PFFHM7HR,Markita Hansen,MG Advanced,Opentech,Engaging,2016-11-27,,,Celia Rouche,West,MG,3393,finance,1994.0,355.23,853.0,United States,
IT10CFQH,Rosalina Dieter,GTX Basic,Konex,Won,2016-11-27,2017-03-26,538.0,Celia Rouche,West,GTX,550,technolgy,1980.0,7708.38,13756.0,United States,
8VKD2CCH,Rosie Papadopoulos,GTX Pro,Massive Dynamic,Won,2016-11-27,2017-03-21,4829.0,Cara Losch,East,GTX,4821,entertainment,1989.0,665.06,1095.0,United States,
2XQAKBXH,Zane Levy,GTX Plus Pro,Doncon,Won,2016-11-27,2017-03-11,5370.0,Summer Sewald,West,GTX,5482,technolgy,2010.0,587.72,1501.0,United States,
7G7YLGJO,Zane Levy,GTX Plus Pro,Hatfan,Won,2016-11-27,2017-03-21,6499.0,Summer Sewald,West,GTX,5482,services,1982.0,792.46,1299.0,United States,
GCA97W27,Darcel Schlecht,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2016-11-28,2017-03-06,1161.0,Melvin Marxen,Central,GTX,1096,retail,2007.0,894.33,1635.0,Italy,
K8FUZHOG,Kary Hendrixson,GTX Basic,Scotfind,Won,2016-11-28,2017-03-26,576.0,Summer Sewald,West,GTX,550,software,1996.0,6354.87,16780.0,United States,Bubba Gump
5WJZMULK,Maureen Marcano,GTX Plus Basic,Hatfan,Won,2016-11-28,2017-03-19,979.0,Summer Sewald,West,GTX,1096,services,1982.0,792.46,1299.0,United States,
ZPYD4T9W,Versie Hillebrand,MG Special,Stanredtax,Won,2016-11-28,2017-03-07,43.0,Dustin Brinkmann,Central,MG,55,finance,1987.0,1698.2,3798.0,United States,
KE9ZEDS8,Gladys Colclough,MG Special,Scottech,Won,2016-11-29,2017-03-07,57.0,Melvin Marxen,Central,MG,55,marketing,2012.0,45.39,100.0,United States,Inity
7KK0HQ4C,Lajuana Vencill,MG Special,Ron-tech,Lost,2016-11-29,2017-03-28,0.0,Dustin Brinkmann,Central,MG,55,medical,1992.0,3922.42,6837.0,United States,
FP7014Z0,Lajuana Vencill,GTX Plus Basic,Funholding,Won,2016-11-29,2017-03-12,948.0,Dustin Brinkmann,Central,GTX,1096,finance,1991.0,2819.5,7227.0,United States,Golddex
N4HFHDMW,Wilburn Farren,MG Advanced,Plussunin,Won,2016-11-29,2017-03-10,3012.0,Cara Losch,East,MG,3393,retail,2003.0,1419.98,4018.0,United States,
2HFLKREC,Cassey Cress,MG Advanced,Zotware,Won,2016-11-30,2017-03-15,3665.0,Rocco Neubert,East,MG,3393,software,1979.0,4478.47,13809.0,United States,
7JVTTVCO,Violet Mclelland,GTX Basic,Gekko & Co,Won,2016-11-30,2017-03-24,564.0,Cara Losch,East,GTX,550,retail,1990.0,2520.83,3502.0,United States,
3X13866U,Anna Snelling,GTX Plus Basic,dambase,Lost,2016-12-01,2017-03-06,0.0,Dustin Brinkmann,Central,GTX,1096,marketing,1995.0,2173.98,2928.0,United States,Inity
7LE19SYE,Cassey Cress,MG Advanced,Initech,Won,2016-12-01,2017-03-22,3463.0,Rocco Neubert,East,MG,3393,telecommunications,1994.0,6395.05,20275.0,United States,
J5V2M7Y1,Corliss Cosme,GTX Basic,Gekko & Co,Won,2016-12-01,2017-03-26,513.0,Cara Losch,East,GTX,550,retail,1990.0,2520.83,3502.0,United States,
41MURAI5,Corliss Cosme,GTX Basic,Konex,Won,2016-12-01,2017-03-28,590.0,Cara Losch,East,GTX,550,technolgy,1980.0,7708.38,13756.0,United States,
QHI8WRIA,Darcel Schlecht,GTX Pro,Dontechi,Won,2016-12-01,2017-03-30,4511.0,Melvin Marxen,Central,GTX,4821,software,1982.0,4618.0,10083.0,United States,
AJXAXV4W,Lajuana Vencill,MG Advanced,Finhigh,Lost,2016-12-01,2017-03-02,0.0,Dustin Brinkmann,Central,MG,3393,finance,2006.0,1102.43,1759.0,United States,
VPDXX5PJ,Niesha Huffines,GTX Basic,Cancity,Won,2016-12-01,2017-03-26,546.0,Melvin Marxen,Central,GTX,550,retail,2001.0,718.62,2448.0,United States,
PZB9NUK8,Vicki Laflamme,MG Special,Y-corporation,Won,2016-12-01,2017-03-05,46.0,Celia Rouche,West,MG,55,employment,1983.0,2871.35,9561.0,United States,
A0ANOYPF,Darcel Schlecht,GTX Pro,Ron-tech,Won,2016-12-02,2017-03-09,4891.0,Melvin Marxen,Central,GTX,4821,medical,1992.0,3922.42,6837.0,United States,
0P4AAPYX,Hayden Neloms,GTX Plus Basic,Golddex,Won,2016-12-02,2017-03-03,1040.0,Celia Rouche,West,GTX,1096,finance,2008.0,52.5,165.0,United States,
O6T5WC3W,Hayden Neloms,GTX Plus Basic,Sonron,Won,2016-12-02,2017-03-04,1108.0,Celia Rouche,West,GTX,1096,telecommunications,1999.0,1699.85,5108.0,United States,
0NO04P6C,Hayden Neloms,MG Special,Nam-zim,Won,2016-12-02,2017-03-04,59.0,Celia Rouche,West,MG,55,services,1987.0,405.59,1179.0,Brazil,Warephase
22OFSXBT,Jonathan Berthelot,GTX Pro,Statholdings,Won,2016-12-02,2017-03-30,5406.0,Melvin Marxen,Central,GTX,4821,employment,1997.0,291.27,586.0,United States,
MRXZTMM6,Kary Hendrixson,GTX Basic,Cheers,Won,2016-12-02,2017-03-20,515.0,Summer Sewald,West,GTX,550,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic
LGI8QEC2,Moses Frase,GTX Basic,Treequote,Won,2016-12-02,2017-03-06,583.0,Dustin Brinkmann,Central,GTX,550,telecommunications,1988.0,5266.09,8595.0,United States,Sonron
6KZ0NCFX,Versie Hillebrand,MG Special,Funholding,Won,2016-12-02,2017-03-14,54.0,Dustin Brinkmann,Central,MG,55,finance,1991.0,2819.5,7227.0,United States,Golddex
3SF8O9S6,Vicki Laflamme,MG Special,Plusstrip,Won,2016-12-02,2017-03-27,60.0,Celia Rouche,West,MG,55,entertainment,2002.0,349.81,315.0,United States,
CNM0H9FR,Zane Levy,GTX Basic,,Engaging,2016-12-02,,,Summer Sewald,West,GTX,550,,,,,,
XK668R7C,Darcel Schlecht,GTX Basic,Dontechi,Lost,2016-12-03,2017-03-12,0.0,Melvin Marxen,Central,GTX,550,software,1982.0,4618.0,10083.0,United States,
TZCAQWL3,Darcel Schlecht,GTX Pro,Funholding,Lost,2016-12-03,2017-03-19,0.0,Melvin Marxen,Central,GTX,4821,finance,1991.0,2819.5,7227.0,United States,Golddex
BADC6A9H,Darcel Schlecht,GTX Basic,Globex Corporation,Won,2016-12-03,2017-03-23,516.0,Melvin Marxen,Central,GTX,550,technolgy,2000.0,1223.72,2497.0,Norway,
B8E0UUZR,Darcel Schlecht,GTX Pro,Rangreen,Won,2016-12-03,2017-03-22,4829.0,Melvin Marxen,Central,GTX,4821,technolgy,1987.0,2938.67,8775.0,Panama,
I043RXJV,Moses Frase,GTX Plus Basic,Dontechi,Lost,2016-12-03,2017-03-17,0.0,Dustin Brinkmann,Central,GTX,1096,software,1982.0,4618.0,10083.0,United States,
MWWB44CC,Reed Clapper,GTX Plus Basic,Donquadtech,Won,2016-12-03,2017-03-02,950.0,Rocco Neubert,East,GTX,1096,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation
HBTINPDG,Vicki Laflamme,GTX Plus Basic,Xx-holding,Lost,2016-12-03,2017-03-09,0.0,Celia Rouche,West,GTX,1096,finance,1993.0,7537.24,20293.0,United States,
DZ3KHZSX,Corliss Cosme,GTX Basic,Initech,Won,2016-12-04,2017-03-20,513.0,Cara Losch,East,GTX,550,telecommunications,1994.0,6395.05,20275.0,United States,
3W1K7X5F,Darcel Schlecht,GTX Pro,Condax,Lost,2016-12-04,2017-03-09,0.0,Melvin Marxen,Central,GTX,4821,medical,2017.0,4.54,9.0,United States,
45A57X68,Darcel Schlecht,GTX Plus Pro,Ron-tech,Won,2016-12-04,2017-03-12,5522.0,Melvin Marxen,Central,GTX,5482,medical,1992.0,3922.42,6837.0,United States,
